cohort,agent,t_offset_s
active,5,72371.388
active,0,72420.519
active,1,72420.875
active,5,72430.579
active,2,72431.205
active,5,72490.6
active,4,72491.516
active,2,72550.814
active,4,72551.404
active,1,72600.934
active,5,72610.789
active,2,72617.502
active,7,72618.563
active,0,72720.695
active,5,72730.924
active,0,72781.091
active,3,72840.648
active,0,72900.803
active,5,72913.963
active,5,72970.945
active,2,72971.137
active,1,73020.63
active,6,73208.008
active,5,73210.975
active,2,73215.205
active,4,73223.321
active,3,73261.041
active,2,73331.209
active,4,73331.623
active,1,73381.099
active,2,73391.048
active,1,73440.577
active,6,73507.638
active,7,73517.053
active,4,73524.9
active,1,73560.964
active,1,73681.019
active,0,73800.943
active,7,73819.872
active,3,73860.568
active,2,73871.155
active,4,73871.309
active,0,73980.815
active,3,73980.998
active,6,74107.5
active,9,74114.364
active,4,74124.28
active,5,74170.732
active,4,74171.545
active,3,74220.951
active,0,74280.618
active,3,74281.045
active,1,74281.047
active,3,74404.471
active,9,74412.082
active,0,74521.0
active,3,74640.695
active,3,74707.337
active,7,74720.44
active,4,74891.287
active,0,74940.937
active,8,75012.432
active,9,75014.111
active,7,75017.042
active,1,75060.505
active,3,75060.79
active,0,75060.852
active,4,75073.26
active,4,75131.274
active,1,75180.949
active,5,75191.393
active,3,75240.875
active,2,75370.574
active,0,75420.901
active,5,75430.823
active,3,75480.793
active,2,75490.69
active,3,75540.844
active,5,75551.28
active,3,75615.52
active,2,75671.294
active,4,75731.219
active,2,75791.539
active,5,75851.111
active,2,75851.476
active,3,75904.85
active,9,75912.268
active,0,75960.623
active,1,75960.898
active,4,75971.296
active,1,76020.946
active,5,76030.709
active,0,76200.679
active,9,76212.497
active,3,76260.978
active,2,76271.363
active,3,76560.763
active,0,76561.02
active,0,76620.957
active,5,76631.024
active,3,76681.006
active,4,76691.289
active,5,76750.579
active,1,76801.051
active,7,76816.994
active,3,76860.878
active,2,76930.801
active,5,77050.818
active,9,77116.092
active,7,77117.184
active,1,77160.575
active,0,77160.918
active,5,77170.827
active,2,77171.333
active,2,77231.082
active,4,77291.795
active,2,77351.176
active,4,77351.372
active,1,77404.676
active,6,77409.258
active,8,77413.81
active,5,77414.297
active,2,77471.177
active,0,77520.852
active,2,77531.339
active,3,77580.988
active,0,77641.117
active,3,77704.239
active,1,77820.936
active,4,77831.293
active,3,77941.019
active,6,78007.689
active,9,78013.56
active,4,78020.511
active,1,78060.962
active,3,78061.025
active,5,78130.812
active,0,78180.92
active,8,78314.143
active,5,78314.48
active,3,78360.828
active,5,78371.456
active,3,78604.629
active,6,78607.277
active,4,78623.571
active,3,78660.695
active,0,78720.706
active,0,78781.12
active,1,78841.175
active,5,78851.161
active,1,78901.326
active,3,78960.705
active,0,78960.707
active,2,79090.986
active,3,79140.784
active,5,79217.039
active,7,79226.03
active,4,79231.259
active,0,79261.071
active,2,79271.233
active,1,79440.541
active,5,79450.679
active,3,79504.619
active,2,79571.115
active,5,79571.162
active,0,79621.088
active,3,79621.093
active,1,79741.027
active,0,79741.1
active,8,79810.628
active,5,79811.047
active,4,79823.639
active,0,79981.021
active,0,80040.606
active,8,80110.019
active,7,80117.811
active,0,80160.691
active,3,80160.742
active,5,80231.195
active,0,80280.662
active,0,80340.46
active,3,80340.901
active,1,80341.021
active,6,80407.428
active,9,80415.217
active,4,80422.42
active,0,80460.723
active,2,80471.06
active,3,80521.16
active,4,80531.262
active,2,80531.539
active,1,80580.767
active,5,80591.384
active,0,80641.099
active,2,80651.294
active,9,80715.823
active,4,80771.539
active,5,80830.946
active,5,80891.168
active,4,80891.375
active,1,81004.314
active,7,81018.356
active,4,81191.573
active,0,81240.761
active,3,81240.958
active,4,81371.247
active,0,81420.632
active,3,81540.874
active,4,81671.579
active,0,81720.836
active,5,81730.592
active,4,81791.248
active,0,81841.027
active,5,82030.958
active,0,82080.698
active,3,82140.958
active,1,82260.782
active,2,82391.05
active,5,82391.556
active,0,82500.97
active,1,82501.18
active,2,82571.06
active,4,82571.328
active,5,82691.151
active,3,82815.942
active,6,82820.353
active,9,82823.545
active,4,82833.419
active,1,82861.08
active,0,82921.106
active,5,82930.612
active,4,82931.315
active,4,82991.334
active,4,83051.148
active,9,83112.664
active,0,83220.985
active,1,83220.988
active,0,83400.987
active,6,83413.728
active,8,83415.05
active,7,83418.255
active,2,83531.095
active,3,83581.027
active,4,83651.426
active,3,83708.511
active,3,83760.77
active,4,83831.568
active,3,83880.756
active,1,84001.238
active,5,84010.802
active,9,84014.72
active,0,84120.87
active,0,84181.06
active,2,84190.815
active,3,84241.067
active,2,84370.734
active,5,84431.125
active,2,84551.015
active,4,84551.299
active,1,84604.868
active,5,84671.102
active,0,84720.521
active,3,84721.265
active,5,84790.995
active,8,84911.746
active,2,84915.543
active,4,84923.814
active,0,84960.944
active,1,85080.544
active,5,85150.84
active,4,85151.58
active,3,85204.57
active,0,85261.038
active,2,85331.027
active,3,85381.159
active,1,85381.167
active,5,85391.196
active,2,85517.018
active,0,85560.623
active,1,85620.974
active,1,85740.675
active,0,85800.778
active,7,85817.121
active,3,85861.061
active,5,85871.424
active,4,85871.459
active,5,85931.404
active,4,85931.507
active,0,85981.208
active,0,86100.618
active,9,86114.991
active,2,86170.898
active,3,86340.991
active,4,86470.526
active,3,86580.64
active,4,86591.041
active,4,86651.027
active,5,86711.155
active,7,86715.177
active,2,86770.883
active,2,86831.33
active,0,86880.944
active,8,87007.829
active,9,87011.482
active,0,87060.69
active,3,87060.891
active,4,87071.087
active,3,87120.957
active,1,87181.162
active,2,87191.237
active,9,87312.012
active,2,87316.873
active,7,87316.917
active,4,87321.039
active,0,87360.675
active,9,87611.321
active,7,87614.958
active,3,87661.175
active,2,87671.089
active,4,87671.258
active,0,87720.577
active,4,87730.652
active,3,87780.72
active,0,87781.055
active,4,87850.593
active,5,87850.98
active,2,88031.35
active,6,88208.744
active,0,88260.806
active,0,88381.107
active,5,88391.387
active,8,88507.9
active,2,88631.204
active,4,88751.173
active,4,88818.922
active,4,88870.654
active,3,88981.09
active,4,89051.008
active,2,89051.069
active,8,89108.321
active,9,89111.825
active,2,89117.999
active,4,89350.522
active,8,89407.707
active,5,89411.245
active,7,89415.06
active,2,89530.989
active,4,89590.658
active,5,89591.168
active,1,89641.264
active,5,89650.729
active,0,89701.186
active,5,89710.766
active,1,89820.981
active,5,89830.974
active,4,89831.185
active,3,89880.644
active,5,90070.727
active,3,90180.531
active,3,90240.431
active,8,90307.717
active,5,90311.178
active,0,90360.694
active,5,90491.014
active,1,90540.619
active,0,90540.925
active,2,90550.81
active,4,90551.309
active,0,90601.318
active,6,90605.399
active,1,90660.818
active,3,90721.033
active,5,90911.678
active,9,90912.353
active,2,90970.789
active,4,90971.364
active,4,91031.049
active,3,91080.982
active,2,91090.788
active,1,91140.993
active,6,91205.638
active,5,91330.659
active,4,91330.91
active,1,91380.613
active,3,91440.81
active,6,91506.031
active,5,91511.113
active,4,91519.323
active,4,91570.838
active,2,91571.086
active,3,91620.596
active,0,91680.979
active,0,91741.148
active,0,91800.492
active,8,91807.979
active,7,91816.767
active,2,91871.096
active,4,91990.799
active,2,92050.584
active,4,92051.15
active,7,92115.418
active,4,92170.82
active,2,92231.32
active,1,92281.056
active,5,92350.878
active,8,92407.703
active,7,92415.2
active,2,92470.979
active,0,92581.153
active,0,92641.074
active,3,92641.075
active,5,92770.864
active,4,92770.95
active,0,92820.92
active,2,92830.76
active,4,92831.157
active,1,92880.603
active,0,92880.94
active,5,92950.886
active,8,93007.733
active,0,93061.195
active,4,93071.347
active,4,93130.69
active,5,93190.978
active,2,93191.084
active,0,93240.934
active,1,93301.121
active,6,93307.267
active,0,93361.026
active,5,93431.157
active,1,93481.054
active,6,93618.324
active,2,93731.16
active,0,93900.653
active,6,93905.9
active,7,93915.07
active,5,93971.162
active,3,94020.542
active,1,94020.915
active,4,94090.542
active,3,94140.694
active,8,94206.811
active,2,94214.602
active,0,94260.566
active,1,94320.758
active,1,94380.879
active,7,94517.4
active,2,94690.669
active,5,94690.787
active,3,94740.606
active,4,94751.139
active,0,94801.047
active,5,94811.606
active,2,94870.957
active,2,94930.556
active,5,95051.057
active,4,95230.752
active,3,95280.782
active,1,95341.04
active,2,95350.898
active,4,95351.114
active,9,95411.92
active,2,95471.043
active,3,95520.906
active,1,95580.848
active,2,95591.4
active,5,95651.356
active,3,95760.703
active,1,95820.752
active,4,95950.839
active,1,96001.055
active,3,96061.029
active,6,96307.802
active,9,96311.066
active,2,96316.621
active,7,96317.167
active,3,96360.875
active,1,96361.104
active,5,96371.164
active,4,96371.167
active,3,96420.931
active,4,96431.14
active,2,96491.132
active,5,96610.891
active,4,96618.8
active,1,96660.989
active,5,96670.927
active,3,96721.064
active,2,96731.369
active,0,96780.725
active,3,96840.807
active,2,96850.693
active,4,96851.268
active,0,96901.495
active,6,96905.459
active,8,96908.598
active,7,96915.249
active,1,97080.768
active,0,97080.774
active,3,97140.562
active,0,97141.09
active,1,97209.757
active,7,97224.174
active,2,97330.61
active,5,97331.229
active,2,97390.737
active,5,97391.106
active,0,97440.546
active,8,97507.782
active,4,97519.157
active,1,97561.052
active,1,97620.595
active,4,97630.836
active,5,97630.836
active,2,97631.17
active,0,97741.041
active,2,97750.97
active,1,97800.863
active,1,97860.778
active,5,97870.791
active,2,97930.628
active,3,97980.783
active,1,97981.133
active,1,98104.143
active,3,98105.923
active,5,98111.046
active,0,98161.006
active,5,98170.809
active,0,98221.035
active,1,98340.563
active,4,98351.083
active,0,98401.181
active,6,98405.61
active,9,98409.629
active,7,98414.747
active,3,98460.71
active,4,98470.872
active,5,98471.132
active,5,98530.93
active,2,98530.933
active,0,98581.135
active,1,98640.888
active,2,98651.128
active,5,98651.133
active,8,98707.891
active,4,98830.748
active,0,98880.591
active,5,98891.365
active,1,98941.141
active,2,99071.267
active,0,99121.175
active,2,99314.563
active,4,99317.49
active,4,99430.616
active,2,99430.903
active,5,99431.112
active,3,99480.57
active,2,99491.039
active,2,99731.298
active,0,99781.21
active,3,99840.949
active,1,99840.96
active,8,99908.85
active,5,99970.772
active,2,99971.386
active,1,100020.594
active,3,100081.14
active,2,100091.156
active,2,100151.22
active,1,100200.871
active,0,100201.372
active,4,100390.725
active,2,100391.335
active,1,100501.522
active,5,100511.936
active,2,100515.038
active,7,100515.431
active,0,100560.897
active,5,100571.105
active,0,100620.526
active,2,100690.596
active,5,100691.158
active,0,100800.875
active,3,100811.84
active,1,100860.898
active,2,100870.524
active,3,100921.092
active,1,100921.093
active,1,100980.856
active,2,101050.996
active,3,101104.508
active,6,101107.31
active,9,101111.827
active,2,101114.673
active,1,101220.994
active,5,101230.521
active,4,101230.916
active,0,101281.145
active,5,101351.063
active,6,101404.841
active,5,101410.883
active,7,101414.732
active,1,101461.1
active,5,101530.911
active,5,101711.943
active,9,101711.972
active,4,101721.249
active,1,101820.968
active,0,101821.167
active,1,101881.112
active,3,101941.011
active,6,102005.411
active,7,102015.23
active,0,102061.044
active,4,102190.983
active,0,102241.079
active,2,102250.512
active,4,102250.998
active,2,102315.148
active,3,102360.861
active,4,102431.013
active,5,102431.383
active,0,102480.963
active,4,102618.408
active,2,102671.279
active,0,102780.761
active,3,102780.974
active,1,102780.986
active,1,102840.674
active,5,102850.781
active,5,102911.333
active,2,102914.512
active,7,102914.84
active,1,102960.909
active,2,103030.84
active,4,103091.206
active,3,103204.006
active,6,103205.398
active,8,103206.737
active,9,103210.03
active,4,103218.08
active,0,103321.104
active,1,103440.98
active,5,103450.973
active,9,103511.304
active,7,103517.26
active,2,103691.044
active,2,103750.687
active,8,103807.317
active,9,103809.389
active,3,103920.948
active,1,103920.956
active,0,103980.616
active,3,103980.618
active,5,104110.942
active,3,104220.992
active,1,104220.999
active,5,104231.093
active,0,104281.005
active,1,104340.722
active,0,104340.79
active,4,104350.849
active,1,104460.951
active,3,104460.958
active,2,104530.471
active,5,104530.864
active,4,104530.989
active,0,104580.871
active,5,104591.157
active,6,104705.483
active,5,104710.785
active,1,106218.279
active,6,106227.291
active,6,106505.287
active,8,106507.005
active,2,106570.991
active,5,106631.4
active,4,106750.828
active,2,106750.83
active,8,106808.569
active,0,106921.045
active,2,106930.772
active,4,106931.208
active,0,106981.02
active,5,106991.144
active,5,107111.116
active,9,107112.152
active,4,107119.048
active,3,107160.93
active,3,107220.643
active,5,107230.791
active,2,107290.523
active,4,107290.852
active,1,107340.989
active,4,107351.171
active,5,107411.429
active,7,107414.91
active,3,107520.95
active,1,107581.077
active,2,107591.063
active,1,107640.644
active,5,107650.938
active,5,107711.082
active,1,107760.813
active,5,107771.421
active,5,107830.799
active,1,107940.713
active,5,107951.01
active,0,108000.788
active,1,108007.45
active,5,108014.834
active,5,108070.852
active,3,108120.777
active,4,108130.662
active,2,108131.208
active,5,108190.812
active,2,108251.177
active,3,108305.11
active,9,108308.327
active,2,108315.018
active,2,108371.298
active,5,108431.221
active,2,108431.223
active,3,108481.074
active,0,108540.584
active,6,108605.517
active,3,108720.655
active,0,108721.133
active,4,108731.366
active,3,108780.665
active,0,108901.179
active,3,108905.204
active,2,108916.503
active,4,108918.529
active,4,108971.113
active,3,109021.042
active,0,109081.09
active,4,109090.782
active,3,109140.983
active,2,109215.184
active,5,109271.365
active,2,109330.594
active,3,109381.039
active,1,109440.72
active,4,109690.591
active,5,109690.849
active,1,109741.172
